"p","K","nu","delta","sparse","alpha","criterion","independent","detector","combine","ARL","CAD","PFA","power"
1,10,1000,0.0229824974720003,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1127.34,164.59,0.0666666666666667,1
1,10,1000,0.0229824974720003,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1030.94871794872,0.983333333333333,0.13
1,10,1000,0.0229824974720003,FALSE,1e-04,"ARL",TRUE,"bounded","average",1528.62333333333,535.543333333333,0.00666666666666667,1
1,10,1000,0.0229824974720003,FALSE,1e-04,"ARL",TRUE,"bounded","product",620.966666666667,161.876666666667,0.656666666666667,1
0,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",67.6666666666667,57.6666666666667,0,1
0,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1155.90454545455,0,0.733333333333333
0,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",153.256666666667,143.256666666667,0,1
0,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",102.41,92.41,0,1
1,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",152.443333333333,142.443333333333,0,1
1,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1102.78838174274,0.00333333333333333,0.803333333333333
1,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",163.02,153.02,0,1
1,2,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",105.74,95.74,0,1
0,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",70.0933333333333,60.0933333333333,0,1
0,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1350.72,0,0.0833333333333333
0,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",332.983333333333,322.983333333333,0,1
0,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",97.8166666666667,87.8166666666667,0,1
1,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",158.526666666667,148.526666666667,0,1
1,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1523.62121212121,0.97,0.22
1,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",352.673333333333,342.673333333333,0,1
1,10,10,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",74.5333333333333,64.5333333333333,0,1
0,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1026.07666666667,53.91,0.0533333333333333,1
0,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,802.528795811518,0.01,0.636666666666667
0,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",1236.10666666667,236.106666666667,0,1
0,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",1167.56666666667,176.333333333333,0.0133333333333333,1
1,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1071.83666666667,122.366666666667,0.0933333333333333,1
1,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,796.208737864078,0.05,0.686666666666667
1,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",1206.40666666667,253.74,0.0833333333333333,1
1,2,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",992.276666666667,195.006666666667,0.266666666666667,1
0,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1018.29666666667,57.09,0.0666666666666667,1
0,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1206.09090909091,0.00333333333333333,0.0366666666666667
0,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",1496.50333333333,496.503333333333,0,1
0,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",1124.84,156.836666666667,0.0566666666666667,1
1,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1077.44333333333,118.83,0.0666666666666667,1
1,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,972.6,0.983333333333333,0.15
1,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","average",1428.06,430.07,0.00333333333333333,1
1,10,1000,0.0271441761659491,FALSE,1e-04,"ARL",TRUE,"bounded","product",556.633333333333,135.603333333333,0.73,1
0,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",55.3833333333333,45.3833333333333,0,1
0,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1018.85820895522,0,0.893333333333333
0,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",133.093333333333,123.093333333333,0,1
0,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",86.9466666666667,76.9466666666667,0,1
1,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",114.016666666667,104.016666666667,0,1
1,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,913.229090909091,0.00333333333333333,0.916666666666667
1,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",138.233333333333,128.233333333333,0,1
1,2,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",95.2266666666667,85.2266666666667,0,1
0,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",54.7133333333333,44.7133333333333,0,1
0,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1426.32558139535,0,0.143333333333333
0,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",276.18,266.18,0,1
0,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",73.3733333333333,63.3733333333333,0,1
1,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",115.44,105.44,0,1
1,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1279.38554216867,0.983333333333333,0.276666666666667
1,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",294.196666666667,284.196666666667,0,1
1,10,10,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",61.8466666666667,51.8466666666667,0,1
0,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1022.16333333333,41.6866666666667,0.0433333333333333,1
0,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,753.308641975309,0.01,0.81
0,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",1189.62666666667,191.846666666667,0.00333333333333333,1
0,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",1127.32333333333,138.133333333333,0.02,1
1,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1052.49,94.59,0.08,1
1,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,692.971193415638,0.04,0.81
1,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",1156.86,209.246666666667,0.0966666666666667,1
1,2,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",986.613333333333,158.96,0.256666666666667,1
0,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1005.73,42.3366666666667,0.0733333333333333,1
0,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,982.393939393939,0.01,0.11
0,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",1415.81,415.81,0,1
0,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",1113.59666666667,133.35,0.0466666666666667,1
1,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1060.10333333333,98.28,0.0566666666666667,1
1,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,987.358490566038,0.98,0.176666666666667
1,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","average",1383.45666666667,387.64,0.00666666666666667,1
1,10,1000,0.0320594530958062,FALSE,1e-04,"ARL",TRUE,"bounded","product",589.253333333333,122.11,0.66,1
0,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",42.9633333333333,32.9633333333333,0,1
0,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,826.377551020408,0,0.98
0,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",113.903333333333,103.903333333333,0,1
0,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",72.3766666666667,62.3766666666667,0,1
1,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",90.39,80.39,0,1
1,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,789.584192439862,0.00333333333333333,0.97
1,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",118.44,108.44,0,1
1,2,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",76.6833333333333,66.6833333333333,0,1
0,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",45.1066666666667,35.1066666666667,0,1
0,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1456.39130434783,0,0.153333333333333
0,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",231.84,221.84,0,1
0,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",63.4933333333333,53.4933333333333,0,1
1,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",88.8866666666667,78.8866666666667,0,1
1,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1295.85714285714,0.986666666666667,0.326666666666667
1,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",240.576666666667,230.576666666667,0,1
1,10,10,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",50.7133333333333,40.7133333333333,0,1
0,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1006.18333333333,31.74,0.0566666666666667,1
0,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,620.661818181818,0.0233333333333333,0.916666666666667
0,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",1160.80666666667,162.536666666667,0.00333333333333333,1
0,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",1104.74666666667,118.943333333333,0.0266666666666667,1
1,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1026.04666666667,72.2633333333333,0.08,1
1,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,630.486988847583,0.04,0.896666666666667
1,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",1127.32666666667,182.236666666667,0.0866666666666667,1
1,2,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",969.89,139.693333333333,0.25,1
0,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",997.036666666667,32.2133333333333,0.06,1
0,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1096.65517241379,0.00333333333333333,0.0966666666666667
0,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",1352.34333333333,352.343333333333,0,1
0,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",1092.91666666667,108.926666666667,0.0366666666666667,1
1,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1005.99,70.7366666666667,0.103333333333333,1
1,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1069.640625,0.98,0.213333333333333
1,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","average",1312.93666666667,316.9,0.00666666666666667,1
1,10,1000,0.0378647900941465,FALSE,1e-04,"ARL",TRUE,"bounded","product",589.77,100.216666666667,0.663333333333333,1
0,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",34.5933333333333,24.5933333333333,0,1
0,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",490.38,480.38,0,1
0,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",98.3066666666667,88.3066666666667,0,1
0,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",62.7166666666667,52.7166666666667,0,1
1,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",68.0166666666667,58.0166666666667,0,1
1,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,535.377926421405,0,0.996666666666667
1,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",102.443333333333,92.4433333333333,0,1
1,2,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",66.63,56.63,0,1
0,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",34.9666666666667,24.9666666666667,0,1
0,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1424.03125,0,0.213333333333333
0,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",195.793333333333,185.793333333333,0,1
0,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",51.6033333333333,41.6033333333333,0,1
1,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",68.1033333333333,58.1033333333333,0,1
1,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",34.8133333333333,1392.07142857143,0.98,0.42
1,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",205.006666666667,195.006666666667,0,1
1,10,10,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",46.4833333333333,36.4833333333333,0,1
0,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",994.333333333333,25.71,0.06,1
0,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,418.241610738255,0.01,0.993333333333333
0,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",1137.59666666667,140.053333333333,0.00333333333333333,1
0,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",1091.02333333333,102.383333333333,0.0266666666666667,1
1,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1033.75,56.0533333333333,0.05,1
1,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,487.141414141414,0.03,0.99
1,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",1116.51666666667,152.266666666667,0.0666666666666667,1
1,2,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",981.73,116.79,0.213333333333333,1
0,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",981.27,24.53,0.0766666666666667,1
0,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,908.531914893617,0.00333333333333333,0.156666666666667
0,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",1301.39,301.39,0,1
0,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",1068.06333333333,92.76,0.04,1
1,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1025.86333333333,56.4433333333333,0.0566666666666667,1
1,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,985.118811881188,0.963333333333333,0.336666666666667
1,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","average",1265.45333333333,265.453333333333,0,1
1,10,1000,0.0447213595499958,FALSE,1e-04,"ARL",TRUE,"bounded","product",583.2,83.4,0.67,1
0,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",28.8466666666667,18.8466666666667,0,1
0,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",321.493333333333,314.056666666667,0.00333333333333333,1
0,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",86.33,76.33,0,1
0,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",54.39,44.39,0,1
1,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",51.95,41.95,0,1
1,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",332.906666666667,329.47,0.0166666666666667,1
1,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",88.3666666666667,78.3666666666667,0,1
1,2,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",57.8066666666667,47.8066666666667,0,1
0,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",29.59,19.59,0,1
0,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1501,0,0.266666666666667
0,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",165.116666666667,155.116666666667,0,1
0,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",43.6266666666667,33.6266666666667,0,1
1,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",51.9533333333333,41.9533333333333,0,1
1,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1229.04651162791,0.986666666666667,0.573333333333333
1,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",174.546666666667,164.546666666667,0,1
1,10,10,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",38.9766666666667,28.9766666666667,0,1
0,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",981.406666666667,19.2233333333333,0.08,1
0,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1268.77,288.186666666667,0.0266666666666667,1
0,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",1120.71,122.71,0.00666666666666667,1
0,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",1086.68,90.8033333333333,0.0133333333333333,1
1,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",992.416666666667,43.2766666666667,0.0866666666666667,1
1,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,339.461538461538,0.0366666666666667,0.996666666666667
1,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",1088.74333333333,132.58,0.0833333333333333,1
1,2,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",943.66,98.67,0.243333333333333,1
0,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",985.46,19.3533333333333,0.0633333333333333,1
0,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,967.537313432836,0.00666666666666667,0.223333333333333
0,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",1248.23666666667,248.236666666667,0,1
0,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",1057.64666666667,79.2733333333333,0.0466666666666667,1
1,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1016.25,43.3866666666667,0.05,1
1,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,951.214285714286,0.983333333333333,0.466666666666667
1,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","average",1226.15333333333,229.443333333333,0.01,1
1,10,1000,0.05281951900505,FALSE,1e-04,"ARL",TRUE,"bounded","product",545.383333333333,74.1166666666667,0.71,1
0,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",24.66,14.66,0,1
0,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",157.216666666667,147.216666666667,0,1
0,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",74.9466666666667,64.9466666666667,0,1
0,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",48.0533333333333,38.0533333333333,0,1
1,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",43.52,33.52,0,1
1,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",208.48,199.156666666667,0.01,1
1,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",76.91,66.91,0,1
1,2,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",49.2966666666667,39.2966666666667,0,1
0,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",25.17,15.17,0,1
0,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1393.77586206897,0,0.386666666666667
0,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",142.926666666667,132.926666666667,0,1
0,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",36.4233333333333,26.4233333333333,0,1
1,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",41.48,31.48,0,1
1,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1191.23451327434,0.986666666666667,0.753333333333333
1,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",147.826666666667,137.826666666667,0,1
1,10,10,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",35.0866666666667,25.0866666666667,0,1
0,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",981.896666666667,14.3366666666667,0.0733333333333333,1
0,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1146.85333333333,160.133333333333,0.02,1
0,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",1101.01333333333,101.013333333333,0,1
0,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",1066.17333333333,74.5233333333333,0.0166666666666667,1
1,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",1006.48666666667,32.53,0.0433333333333333,1
1,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",1165.62,202.486666666667,0.0433333333333333,1
1,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",1068.75666666667,110.373333333333,0.0833333333333333,1
1,2,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",902.646666666667,83.8166666666667,0.28,1
0,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",996.063333333333,14.73,0.0366666666666667,1
0,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,978.120879120879,0.00333333333333333,0.303333333333333
0,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",1207.03666666667,207.036666666667,0,1
0,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",1040.62666666667,64.1633333333333,0.0533333333333333,1
1,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"oracle","joint",989.696666666667,32.1366666666667,0.0833333333333333,1
1,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,878.60736196319,0.986666666666667,0.543333333333333
1,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","average",1188.45666666667,191.493333333333,0.00666666666666667,1
1,10,1000,0.0623840960113455,FALSE,1e-04,"ARL",TRUE,"bounded","product",517.643333333333,63.3066666666667,0.716666666666667,1
0,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"oracle","joint",21.1833333333333,11.1833333333333,0,1
0,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"misspec","joint",93.49,83.49,0,1
0,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"bounded","average",65.6333333333333,55.6333333333333,0,1
0,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"bounded","product",41.9033333333333,31.9033333333333,0,1
1,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"oracle","joint",36.22,26.22,0,1
1,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"misspec","joint",139.49,130.966666666667,0.0133333333333333,1
1,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"bounded","average",68.1333333333333,58.1333333333333,0,1
1,2,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"bounded","product",43.8933333333333,33.8933333333333,0,1
0,10,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"oracle","joint",21.4266666666667,11.4266666666667,0,1
0,10,10,0.0736806299728077,FALSE,1e-04,"ARL",TRUE,"misspec","joint",Inf,1251.70050761421,0,0.656666666666667
